DateTime,RioMameyes_Discharge,RioSabana_Discharge,RioGrande_Discharge,RioIcacos_Discharge,Sabana_Precipitation,EastPeak_Precipitation,Bisley1_Precipitation,Bisley2_Precipitation,Sabana_AirTemperature,EastPeak_AirTemperature,Sabana_RelativeHumidity,Bisley2_RelativeHumidity,Sabana_WindDirection,EastPeak_WindDirection,Bisley1_WindDirection,Sabana_WindSpeed,EastPeak_WindSpeed,Bisley1_WindSpeed,Bisley2_WindSpeed,EastPeak_VaporPressure,PuertoRico_SoilMoisture_1,PuertoRico_SoilMoisture_2,PuertoRico_SoilMoisture_3,PuertoRico_SoilMoisture_4,PuertoRico_SoilMoisture_5,PuertoRico_SoilMoisture_6,PuertoRico_SoilMoisture_7,LQR3_Isotope_2H_precipitation,LQR3_Isotope_18O_precipitation,LQR4_Isotope_2H_precipitation,LQR4_Isotope_18O_precipitation,LQR5a_Isotope_2H_precipitation,LQR5a_Isotope_18O_precipitation,LQR5b_Isotope_2H_precipitation,LQR5b_Isotope_18O_precipitation,LQR6_Isotope_2H_precipitation,LQR6_Isotope_18O_precipitation,SanAgustin_Isotope_2H_precipitation,SanAgustin_Isotope_18O_precipitation,LQSW7_Isotope_2H_discharge,LQSW7_Isotope_18O_discharge,LQSM3a_Isotope_2H_discharge,LQSM3a_Isotope_18O_discharge,LQSM3b_Isotope_2H_discharge,LQSM3b_Isotope_18O_discharge,LQS1_Isotope_2H_discharge,LQS1_Isotope_18O_discharge,LQS2_Isotope_2H_discharge,LQS2_Isotope_18O_discharge,LQS3_Isotope_2H_discharge,LQS3_Isotope_18O_discharge,LQS4_Isotope_2H_discharge,LQS4_Isotope_18O_discharge,LQS5_Isotope_2H_discharge,LQS5_Isotope_18O_discharge,LQS6_Isotope_2H_discharge,LQS6_Isotope_18O_discharge,LQS7_Isotope_2H_discharge,LQS7_Isotope_18O_discharge,LQS8_Isotope_2H_discharge,LQS8_Isotope_18O_discharge,LQS9_Isotope_2H_discharge,LQS9_Isotope_18O_discharge,LQS10_Isotope_2H_discharge,LQS10_Isotope_18O_discharge,LQS11_Isotope_2H_discharge,LQS11_Isotope_18O_discharge,LQS12_Isotope_2H_discharge,LQS12_Isotope_18O_discharge,LQS13_Isotope_2H_discharge,LQS13_Isotope_18O_discharge,LQS14_Isotope_2H_discharge,LQS14_Isotope_18O_discharge,LQS15_Isotope_2H_discharge,LQS15_Isotope_18O_discharge,LQS16_Isotope_2H_discharge,LQS16_Isotope_18O_discharge,LQS17_Isotope_2H_discharge,LQS17_Isotope_18O_discharge,LQS18_Isotope_2H_discharge,LQS18_Isotope_18O_discharge,LQS19_Isotope_2H_discharge,LQS19_Isotope_18O_discharge
1993-10-13,849.5039999999998,186.89088,172.73247999999995,144.41567999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-14,736.2368,150.07904,155.7424,127.4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-15,679.6032,147.24736000000001,147.24736000000001,107.60383999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-16,2095.4432,877.8208,240.6928,311.4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-17,1953.8592,368.1184,424.752,509.7024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-18,1160.9888,283.168,368.1184,186.89088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-19,1415.84,764.5536,229.36607999999998,277.50464000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-20,1500.7904,453.0688,566.336,249.18784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-21,1076.0384,243.52447999999998,396.4352,192.55424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-22,3539.6,1076.0384,1330.8896,566.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-23,2350.2944,2180.3936,821.1872000000003,368.1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-24,1359.2064,396.4352,311.4848,155.7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-25,1019.4048,368.1184,201.04928,135.92064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-26,1104.3552,339.8016,209.54432000000003,150.07904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-27,1217.6224,252.01952000000003,178.39584,566.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-28,1387.5232,229.36607999999998,223.70272000000003,311.4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-29,906.1376,203.88096000000002,164.23744,150.07904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-30,792.8704,189.72256000000002,144.41567999999995,130.25727999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-31,707.9200000000003,178.39584,135.92064,118.93056000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-01,679.6032,178.39584,147.24736000000001,127.4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-02,651.2864,167.06912000000003,141.584,116.09888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-03,594.6528000000002,161.40576000000001,133.08896000000001,113.2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-04,594.6528000000002,158.57407999999995,127.4256,110.43552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-05,566.336,158.57407999999995,124.59392,110.43552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-06,566.336,158.57407999999995,121.76223999999999,107.60383999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-07,622.9696,169.9008,124.59392,118.93056000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-08,1245.9392,203.88096000000002,368.1184,246.35616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-09,1614.0576,226.5344,1019.4048,283.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-10,1019.4048,172.73247999999995,764.5536,150.07904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-11,821.1872000000003,164.23744,311.4848,127.4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-12,707.9200000000003,155.7424,283.168,107.60383999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-13,1132.672,178.39584,707.9200000000003,152.91072000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-14,2633.4624,453.0688,2463.5616,707.9200000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-15,3681.184,1076.0384,5210.2912,1189.3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-16,2916.6304,1104.3552,4559.0048,991.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-17,2095.4432,538.0192,2746.7296,566.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-18,3652.8672,934.4544,3313.0656,1019.4048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-19,1897.2256,481.3856,1868.9088,368.1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-20,1444.1568,257.68287999999995,1132.672,339.8016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-21,1189.3056,212.376,792.8704,203.88096000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-22,1132.672,189.72256000000002,566.336,223.70272000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-23,1047.7216,184.0592,566.336,229.36607999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-24,1104.3552,249.18784,481.3856,184.0592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-25,934.4544,186.89088,764.5536,215.20767999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-26,2265.344,651.2864,2095.4432,594.6528000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-27,1245.9392,396.4352,849.5039999999998,226.5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-28,906.1376,198.2176,453.0688,181.22752000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-29,1189.3056,311.4848,396.4352,181.22752000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-30,1727.3248,509.7024,792.8704,424.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-01,1047.7216,218.03936000000002,481.3856,192.55424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-02,906.1376,201.04928,368.1184,164.23744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-03,792.8704,161.40576000000001,339.8016,152.91072000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-04,1019.4048,368.1184,339.8016,232.19776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-05,1217.6224,339.8016,509.7024,283.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-06,991.088,189.72256000000002,481.3856,237.86112000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-07,707.9200000000003,164.23744,311.4848,155.7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-08,651.2864,150.07904,257.68287999999995,147.24736000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-09,651.2864,158.57407999999995,246.35616,155.7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-10,651.2864,158.57407999999995,237.86112000000003,147.24736000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-11,594.6528000000002,144.41567999999995,212.376,135.92064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-12,566.336,138.75232000000003,203.88096000000002,144.41567999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-13,566.336,138.75232000000003,203.88096000000002,133.08896000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-14,566.336,135.92064,201.04928,130.25727999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-15,509.7024,130.25727999999998,189.72256000000002,118.93056000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-16,481.3856,124.59392,181.22752000000003,96.27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-17,481.3856,121.76223999999999,178.39584,96.27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-18,594.6528000000002,133.08896000000001,566.336,99.1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-19,2152.0768,962.7712,736.2368,538.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-20,3369.6992,1302.5728,1642.3744000000006,707.9200000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-21,1585.7408,311.4848,424.752,212.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-22,764.5536,195.38592000000003,271.84128,127.4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-23,651.2864,150.07904,229.36607999999998,113.2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-24,622.9696,138.75232000000003,203.88096000000002,121.76223999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-25,594.6528000000002,133.08896000000001,203.88096000000002,101.94048000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-26,651.2864,150.07904,178.39584,130.25727999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-27,1642.3744000000006,368.1184,707.9200000000003,339.8016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-28,1699.0079999999996,566.336,1585.7408,594.6528000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-29,764.5536,181.22752000000003,424.752,135.92064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-30,849.5039999999998,172.73247999999995,339.8016,155.7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,877.8208,175.56416000000004,266.17792000000003,195.38592000000003,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-01,1614.0576,509.7024,792.8704,396.4352,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-02,2067.1264,651.2864,1500.7904,311.4848,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-03,1104.3552,311.4848,538.0192,155.7424,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-04,1076.0384,192.55424,424.752,167.06912000000003,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-05,1076.0384,339.8016,339.8016,152.91072000000003,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-06,821.1872000000003,215.20767999999998,269.0096,118.93056000000001,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-07,906.1376,169.9008,229.36607999999998,155.7424,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-08,877.8208,181.22752000000003,283.168,121.76223999999999,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-09,877.8208,169.9008,283.168,127.4256,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-10,962.7712,189.72256000000002,339.8016,220.87104,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
