DateTime,ShaleHill_Discharge,ShaleHill_Precipitation,SSH51_AirTemperature,STAHQ_WindDirection,STAHQ_WindSpeed,STAHQ_VaporPressure
2007-03-21,8.290020576131678,0.0,0.0,226.4,90.63,0.21
2007-03-22,7.370343846450614,3.5,0.0,347.6,58.75,0.93
2007-03-23,11.968788580246912,11.3,0.0,308.3,58.145,0.8
2007-03-24,9.325479038065827,2.7,0.0,309.5,57.54,0.76
2007-03-25,5.628924736368333,0.0,0.0,70.9,48.64,0.84
2007-03-26,4.20597511574075,0.0,0.0,327.3,26.35,0.71
2007-03-27,3.2179920588991857,8.4,0.0,321.1,63.94,0.93
2007-03-28,2.7390046296296364,0.0,0.0,275.4,64.786,0.26
2007-03-29,2.7390046296296364,0.0,0.0,171.2,65.632,0.26
2007-03-30,2.285424704218104,0.0,0.0,306.6,66.47800000000001,0.39
2007-03-31,1.8563657407407368,0.0,0.0,265.8,67.324,0.57
2007-04-01,1.713503890174897,10.5,0.0,281.0,68.17,0.83
2007-04-02,1.4812475887345686,0.4,0.0,261.5,51.58,0.76
2007-04-03,1.8563657407407368,0.0,0.0,122.3,49.08,0.7
2007-04-04,1.8563657407407368,4.4,0.0,209.9,83.46,0.57
2007-04-05,1.7278830697016443,0.2,0.0,111.9,49.68,0.48
2007-04-06,1.471280221193414,1.2,0.0,239.6,76.72,0.4
2007-04-07,1.2243055555555584,0.1,0.0,238.9,68.17,0.48
2007-04-08,1.1270937821502058,0.0,0.0,298.6,95.64,0.46
2007-04-09,0.9443287037037048,0.0,0.0,0.9,89.725,0.44
2007-04-10,0.8001229745370371,0.0,0.0,279.9,83.81,0.55
2007-04-11,0.7267320923353905,2.6,0.0,260.1,78.62,0.6
2007-04-12,2.058043981481484,15.8,0.0,208.2,26.35,0.57
2007-04-13,3.6151114004629616,0.2,0.0,165.8,53.57,0.65
2007-04-14,2.869617251800419,2.4,0.0,322.6,82.34,0.76
2007-04-15,6.999053980195472,16.0,0.0,322.7,78.19,0.71
2007-04-16,7.367292791923883,4.8,0.0,291.93333333333334,0.0,0.0
2007-04-17,4.302141203703712,0.1,0.0,261.1666666666667,90.63,0.0
2007-04-18,3.6310402199074128,0.0,0.0,230.4,88.6,0.94
2007-04-19,2.7390046296296364,0.0,0.0,297.6,86.57,0.93
2007-04-20,2.0770238554526705,0.0,0.0,191.4,74.74,0.96
2007-04-21,1.6895712770061715,0.0,0.0,275.4,78.71,0.91
2007-04-22,1.2243055555555584,0.0,0.0,251.6,73.7,1.06
2007-04-23,1.0046014981995894,0.0,0.0,36.0,83.81,1.13
2007-04-24,0.9235677083333346,0.0,0.0,259.8,70.805,0.94
2007-04-25,1.1203784079218106,16.7,0.0,283.7,57.8,0.63
2007-04-26,1.9301142939814824,0.7,0.0,211.4,65.4,0.71
2007-04-27,2.72691775977367,2.3,0.0,187.9,36.03,0.93
2007-04-28,2.138318222736621,0.4,0.0,290.9,37.93,1.21
2007-04-29,1.874744405864193,0.0,0.0,282.4,45.71,1.07
2007-04-30,1.628106513631685,0.0,0.0,85.1,69.9,0.98
2007-05-01,1.4788138181584365,14.3,0.0,20.9,81.565,0.82
2007-05-02,3.4200360082304573,1.5,0.0,250.8,93.23,0.6
2007-05-03,3.917476851851859,0.0,0.0,199.2,92.25,0.54
2007-05-04,2.8629549254115267,0.0,0.0,264.3,91.27,0.72
2007-05-05,1.8654746977880616,0.0,0.0,348.1,90.29,0.75
2007-05-06,1.3647593557098798,0.0,0.0,174.6,90.72,0.82
2007-05-07,1.1270913708847732,0.0,0.0,252.0,75.95,0.86
2007-05-08,0.944851144547326,0.0,0.0,13.2,79.32,0.83
2007-05-09,0.8171762474279861,0.0,0.0,18.5,65.32,1.67
2007-05-10,0.8224086934156384,3.0,0.0,281.8,65.06,1.95
2007-05-11,0.9544648598251058,0.0,0.0,236.2,62.47,1.18
2007-05-12,1.1076509452160497,15.0,0.0,288.5,79.78999999999998,0.76
2007-05-13,0.7339666923868309,0.0,0.0,1.3,97.11,0.79
2007-05-14,0.8074918016975311,0.0,0.0,245.2,71.02,0.99
2007-05-15,0.8843725887345701,0.0,0.0,166.0,41.13,1.5
2007-05-16,0.7609784915123464,4.8,0.0,284.2,42.68,1.21
2007-05-17,0.6984109760802454,0.0,0.0,276.4,55.99,0.98
2007-05-18,0.6319452481995886,0.0,0.0,113.4,39.74,0.93
2007-05-19,0.5358458719135809,0.0,0.0,333.8,28.6,1.31
2007-05-20,0.5248408564814817,2.0,0.0,243.6,65.15,1.04
2007-05-21,0.4358217592592594,0.0,0.0,220.1,65.92500000000001,1.28
2007-05-22,0.4022858796296301,0.0,0.0,267.1,66.7,1.14
2007-05-23,0.22449202674897145,0.0,0.0,121.9,70.5,1.37
2007-05-24,0.2519000771604939,0.0,0.0,201.9,59.7,1.97
2007-05-25,0.2538893711419757,0.2,0.0,316.3,64.8,2.56
2007-05-26,0.3162543402777777,1.2,0.0,308.4,76.29,1.67
2007-05-27,0.2308336548353908,0.0,0.0,275.8,48.73,1.69
2007-05-28,0.2252194251543209,1.8,0.0,297.1,70.42,1.58
2007-05-29,0.16450376157407412,0.0,0.0,266.0,90.72,1.65
2007-05-30,0.14586628729423845,0.0,0.0,266.0,58.15,1.63
2007-05-31,0.1534561471193415,12.0,0.0,278.1,23.5,1.71
2007-06-01,0.1879436728395061,2.0,0.0,295.8,44.58,2.34
2007-06-02,0.1357920203189301,0.0,0.0,299.7,43.8,2.49
2007-06-03,0.14771974665637852,8.8,0.0,85.3,48.47,1.71
2007-06-04,0.13112702546296282,2.2,0.0,212.4,39.14,1.6
2007-06-05,0.05806809413580249,0.0,0.0,39.9,57.89,1.74
2007-06-06,0.054636059670781854,0.0,0.0,268.9,95.39,1.17
2007-06-07,0.06979166666666645,0.0,0.0,270.5,67.91,1.22
2007-06-08,0.08406957304526744,8.9,0.0,4.9,67.31,1.68
2007-06-09,0.08129099151234549,0.0,0.0,179.3,47.09,2.2
2007-06-10,0.0994003986625513,0.0,0.0,114.5,51.58,2.19
2007-06-11,0.07223990483539099,0.0,0.0,70.3,48.99,2.64
2007-06-12,0.05471402391975303,0.9,0.0,311.5,52.7,2.13
2007-06-13,0.04316567001028804,3.8,0.0,68.3,55.38,1.51
2007-06-14,0.08625900205761297,4.5,0.0,280.2,72.66,1.7
2007-06-15,0.08819444444444431,0.0,0.0,28.0,68.17,1.81
2007-06-16,0.07391734182098755,0.0,0.0,260.4,49.94,2.04
2007-06-17,0.019327899948559657,0.0,0.0,196.4,61.69,1.79
2007-06-18,0.015162037037037031,0.0,0.0,274.6,66.87,1.71
2007-06-19,0.037011316872427966,11.5,0.0,43.1,69.47,1.9
2007-06-20,0.06630819187242801,3.8,0.0,181.5,52.1,1.84
2007-06-21,0.01976032021604939,0.0,0.0,268.2,69.47,1.93
2007-06-22,0.01662165637860082,0.0,0.0,5.2,65.75,1.47
2007-06-23,0.0004380465534979422,0.0,0.0,47.6,87.35,1.11
2007-06-24,0.0,0.0,0.0,260.2,68.08,1.59
2007-06-25,0.0,0.0,0.0,264.5,35.77,2.49
2007-06-26,0.0,0.0,0.0,15.9,58.67,2.77
2007-06-27,0.1981553819444445,39.0,0.0,121.0,53.83,3.17
2007-06-28,0.06874196244855953,1.9,0.0,84.1,66.7,2.22
2007-06-29,0.031145511831275705,0.1,0.0,283.5,84.93,1.68
2007-06-30,0.0014580118312757214,0.0,0.0,252.5,69.98,1.43
2007-07-01,0.0,0.0,0.0,297.1,63.94,1.43
2007-07-02,0.0,0.0,0.0,266.5,76.64,1.51
2007-07-03,0.0,0.0,0.0,269.6,60.91,1.58
2007-07-04,0.0,3.5,0.0,283.1,62.12,1.82
2007-07-05,0.0,3.4,0.0,112.8,46.14,2.25
2007-07-06,0.0,0.0,0.0,267.3,49.59,2.34
2007-07-07,0.0,0.0,0.0,293.5,49.42,2.06
2007-07-08,0.0,0.0,0.0,278.5,30.84,1.82
2007-07-09,0.0,0.0,0.0,32.1,31.19,1.82
2007-07-10,0.0,0.0,0.0,331.7,48.12,2.64
2007-07-11,0.0,5.4,0.0,21.1,29.64,2.49
2007-07-12,0.0,0.0,0.0,273.1,79.14,1.93
2007-07-13,0.0,0.0,0.0,17.6,45.27,1.94
2007-07-14,0.0,0.0,0.0,264.6,48.47,1.85
2007-07-15,0.0,0.0,0.0,340.0,35.42,2.2
2007-07-16,0.0,0.0,0.0,330.3,65.32,2.12
2007-07-17,0.0,0.0,0.0,280.7,50.03,2.22
2007-07-18,0.01381172839506173,20.2,0.0,193.1,12.36,1.94
2007-07-19,0.00069042566872428,9.9,0.0,223.5,17.63,1.94
2007-07-20,0.0006124614197530864,0.1,0.0,242.6,50.03,2.16
2007-07-21,0.0,0.0,0.0,280.6,98.41,2.02
2007-07-22,0.0,0.0,0.0,270.4,55.21,2.17
2007-07-23,0.0,0.0,0.0,309.5,43.55,2.11
2007-07-24,0.011191486625514396,16.3,0.0,290.4,58.67,2.63
2007-07-25,0.00044447659465020567,0.0,0.0,291.0,59.79,2.55
2007-07-26,0.0,0.1,0.0,261.2,49.16,2.69
2007-07-27,0.0,1.4,0.0,210.3,52.88,2.94
2007-07-28,0.0021428112139917697,8.8,0.0,212.1,42.6,2.49
2007-07-29,0.0,0.2,0.0,293.6,55.64,2.57
2007-07-30,0.0,0.0,0.0,290.0,49.33,2.64
2007-07-31,0.0,0.0,0.0,276.2,46.22,2.55
2007-08-01,0.0,0.0,0.0,266.1,48.3,2.57
2007-08-02,0.0,0.0,0.0,40.9,52.53,2.87
2007-08-03,0.0,0.0,11.074326205673758,300.1,66.27,3.06
2007-08-04,0.0,0.0,24.59902784027778,257.9,77.76,2.24
2007-08-05,0.0,1.1,20.97944445138888,312.4,20.39,2.07
2007-08-06,0.0,0.2,22.887985958333346,258.2,39.66,1.6
2007-08-07,0.0,0.2,23.67902776388888,0.2,59.88,2.61
2007-08-08,0.0,13.3,25.37576390972221,275.0,69.03,2.11
2007-08-09,0.01710792824074074,20.7,21.33041674305555,211.4,57.37,2.07
2007-08-10,0.0,0.0,22.264097291666666,281.1,55.73,1.93
2007-08-11,0.0,0.0,20.91340270138888,247.9,38.62,2.06
2007-08-12,0.0,0.0,20.98208335416666,336.3,55.21,2.49
2007-08-13,0.0,0.0,22.34305557638889,260.3,64.63,1.94
2007-08-14,0.0,0.0,19.04895836805555,221.4,41.13,1.88
2007-08-15,0.0,0.0,19.512152763888885,288.3,52.44,1.91
2007-08-16,0.0,3.1,22.49513892361113,255.9,68.43,2.2
2007-08-17,0.0,0.0,23.68451402083333,291.8,75.6,1.71
2007-08-18,0.0,0.0,18.872222194444454,228.8,66.96,1.33
2007-08-19,0.0,8.2,15.107222201388884,335.8,44.15,1.48
2007-08-20,0.04179205246913581,29.8,14.985833333333328,334.0,64.11,1.45
2007-08-21,0.17305652006172834,21.1,14.775763888888896,280.9,58.49,1.46
2007-08-22,0.011839313271604932,0.1,15.775347256944444,224.0,22.55,1.15
2007-08-23,0.0,2.9,18.422777729166675,58.4,31.88,1.77
2007-08-24,0.0,0.0,22.763472152777766,270.6,51.06,2.63
2007-08-25,0.0,0.0,23.94305565972222,273.9,49.94,3.56
2007-08-26,0.0,0.9,20.766111125000005,276.9,48.47,2.34
2007-08-27,0.0,0.0,18.454513840277773,6.1,52.27,2.48
2007-08-28,0.0,0.0,19.252638874999995,204.2,53.22,2.31
2007-08-29,0.0,0.0,21.93638896527779,99.2,45.53,2.43
2007-08-30,0.0,0.0,21.683194409722233,284.2,59.96,2.98
2007-08-31,0.0,0.0,19.894027770833336,275.35,73.74,1.76
2007-09-01,0.0,0.0,16.482708331944448,266.5,87.52,1.66
2007-09-02,0.0,0.0,16.644999953472215,128.1,55.3,1.79
2007-09-03,0.0,0.0,18.998194395833327,286.9,60.39,1.75
2007-09-04,0.0,0.0,19.833006951048947,69.7,86.92,1.47
2007-09-05,0.0,0.0,20.276458374999983,0.2,70.07,1.51
2007-09-06,0.0,0.0,22.03048608333335,146.6,49.33,1.59
2007-09-07,0.0,0.0,23.503194486111106,319.0,45.53,2.63
2007-09-08,0.0,0.0,22.70715280555555,269.4,54.43,2.81
2007-09-09,0.0,0.9,22.290277638888888,239.9,24.8,1.94
2007-09-10,0.0,0.0,22.16659717361113,102.6,16.76,1.82
2007-09-11,0.0,16.9,19.19229172222222,248.2,21.25,1.82
2007-09-12,0.0,0.0,15.537430555555556,29.4,78.45,1.5
2007-09-13,0.0,0.0,14.191430572222226,258.8,49.85,1.4
2007-09-14,0.0,3.6,16.635069444444444,262.0,64.28,1.56
2007-09-15,0.0,0.0,13.373812505555565,278.1,61.86,1.3
2007-09-16,0.0,0.0,9.292208316666663,271.1,67.13,1.31
2007-09-17,0.0,0.0,10.074819474305556,112.5,54.17,1.31
2007-09-18,0.0,0.0,12.104798636805556,300.7,59.27,1.4
2007-09-19,0.0,0.0,13.732881883333334,47.3,56.68,1.5
2007-09-20,0.0,0.0,16.03305561944444,266.3,46.48,1.82
2007-09-21,0.0,0.0,17.522222222222222,220.5,49.94,1.93
2007-09-22,0.0,0.0,20.719861104166664,275.6,52.62,2.06
2007-09-23,0.0,0.0,17.724236125000004,252.1,74.955,1.5
2007-09-24,0.0,0.0,15.258458348611107,313.2,97.29,2.16
2007-09-25,0.0,0.0,18.39326385833334,111.0,48.38,2.16
2007-09-26,0.0,0.0,22.04249997222221,266.0,48.38,2.64
2007-09-27,0.0,9.0,19.780069465277773,342.2,30.93,2.2
2007-09-28,0.0,0.8,16.504647845070426,325.4,55.73,1.93
2007-09-29,0.0,0.0,14.33458335694445,248.1,89.25,1.43
2007-09-30,0.0,0.0,12.894527763194445,250.0,62.04,1.3
2007-10-01,0.0,0.1,14.752430579861107,314.2,34.65,1.4
2007-10-02,0.0,0.0,16.691458333333333,117.4,42.68,1.38
2007-10-03,0.0,0.0,19.74979159027778,344.8,35.08,1.71
2007-10-04,0.0,0.0,20.016388888888887,268.4,47.26,1.86
2007-10-05,0.0,0.0,20.358888909722225,294.3,50.98,1.91
2007-10-06,0.0,0.0,20.549652798611113,353.9,33.44,2.2
2007-10-07,0.0,0.0,21.24569449305556,321.4,76.9,1.42
2007-10-08,0.0,0.0,21.59374992361111,82.1,43.8,1.12
2007-10-09,0.0,4.3,20.72298598611112,218.0,70.16,1.48
2007-10-10,0.0,0.0,14.722430577083328,57.8,11.66,1.23
2007-10-11,0.0,0.7,10.640486120138894,223.6,32.23,1.4
2007-10-12,0.0,0.0,11.565416694444453,289.5,74.39,0.94
2007-10-13,0.0,0.0,8.885097250000008,233.5,66.96,1.07
2007-10-14,0.0,0.0,9.117034719027778,302.6,55.12,0.83
2007-10-15,0.0,0.0,12.565902781944445,191.7,78.28,0.8
2007-10-16,0.0,0.7,13.912291702083335,259.9,93.92,1.07
2007-10-17,0.0,0.5,14.869374987499993,253.6,45.71,1.02
2007-10-18,0.0,0.0,17.158881083916082,282.5,33.78,1.36
2007-10-19,0.0,6.2,16.808124972222224,68.3,24.28,1.79
2007-10-20,0.0,0.1,13.182708375694453,153.4,47.61,1.71
2007-10-21,0.0,0.0,12.756784680555556,268.7,77.93,1.81
2007-10-22,0.0,0.0,13.049638922222226,87.2,48.82,1.83
2007-10-23,0.0,11.6,17.128958256944447,34.4,50.89,1.48
2007-10-24,0.0,13.9,12.108611111111117,274.0,60.83,1.02
2007-10-25,0.0,2.3,11.121413027173915,231.3,48.56,1.14
2007-10-26,0.0,8.2,10.676590898863637,299.7,53.91,0.97
2007-10-27,0.0,7.4,12.959375,308.8,31.36,1.31
2007-10-28,0.0,0.0,7.6201944326388915,238.1,52.055,0.63
2007-10-29,0.0,0.0,3.94286805325,94.5,72.75,0.64
2007-10-30,0.0,0.0,5.71835414567361,292.7,62.55,0.88
2007-10-31,0.0,0.0,7.174513827086113,267.0,58.06,0.9
2007-11-01,0.0,0.0,8.542319403472222,107.1,54.09,0.57
2007-11-02,0.0,0.0,3.6974097104027774,292.0,81.73,0.76
2007-11-03,0.0,0.0,1.4026526302105269,242.9,67.56,0.55
2007-11-04,0.0,0.0,1.645008172359384,273.7,96.25,0.73
2007-11-05,0.0,3.3,1.8873637145082407,302.1,48.9,0.73
2007-11-06,0.0,3.7,2.1297192566570984,265.9,51.67,0.76
2007-11-07,0.0,0.3,2.372074798805955,279.3,59.27,0.59
2007-11-08,0.0,0.0,2.6144303409548124,295.1,57.54,0.5
2007-11-09,0.0,4.4,2.8567858831036697,282.2,30.41,0.51
2007-11-10,0.0,0.3,3.0991414252525264,174.2,81.73,0.43
2007-11-11,0.0,0.8,2.341666669520833,335.8,61.77500000000001,0.45
2007-11-12,0.0,5.6,5.941458333333332,225.6,41.82,0.64
2007-11-13,0.0,6.6,9.580159733680553,229.0,61.26,0.71
2007-11-14,0.0,2.2,8.261659731177781,270.1,51.24,0.73
2007-11-15,0.018375450102880653,17.9,6.322666656944445,349.7,75.69,0.81
2007-11-16,0.0002684542181069957,0.6,1.9632013881305568,338.5,72.275,0.5
2007-11-17,0.0,1.3,2.168368054719445,182.5,68.86,0.5
2007-11-18,0.0,7.0,0.6813819480555555,308.6,51.41,0.52
2007-11-19,0.00016557355967078183,0.0,1.744916670555556,27.9,45.45,0.43
2007-11-20,0.09331114969135794,4.2,4.515895829166665,280.8,12.96,0.49
2007-11-21,0.09203478652263353,0.0,10.517937471527778,238.6,2.07,0.53
2007-11-22,0.17014371141975293,0.4,9.054520828680557,1.8,34.39,0.6
2007-11-23,0.07376784336419731,0.0,-0.9972083379972224,27.1,54.39,0.31
2007-11-24,0.027772955246913585,0.1,-3.0760208342361097,217.1,74.39,0.35
2007-11-25,0.01569573045267486,0.8,-0.6897708265277782,126.2,37.67,0.53
2007-11-26,1.7930145640432102,33.1,4.679722209722222,271.8,24.02,0.61
2007-11-27,6.38525671939301,4.9,5.721409731250002,187.1,56.33,0.63
2007-11-28,2.084649080504112,0.0,-1.4985555580277774,297.2,74.04,0.45
2007-11-29,0.9933617862654328,0.1,-1.0456425041503772,288.2,53.14,0.42
2007-11-30,0.5031643840020581,0.0,-0.5927294502729771,249.6,85.8,0.32
2007-12-01,0.3321100180041152,0.0,-0.13981639639557694,231.2,71.975,0.23
2007-12-02,0.3489133230452674,9.8,0.31309665748182325,231.5,58.15,0.22
2007-12-03,1.1427163708847736,4.7,0.7660097113592234,290.1,40.61,0.38
2007-12-04,1.852404835390944,0.0,-2.743128785316665,264.8,91.67,0.37
2007-12-05,1.0629790380658444,4.1,-6.7634871726495716,189.7,49.08,0.32
2007-12-06,0.5846788194444448,0.0,-10.088526312431574,285.1,85.1,0.35
2007-12-07,0.5083333333333339,0.2,-2.1798596561403505,256.7,25.66,0.31
2007-12-08,0.4023606288580247,0.0,-0.2652013838166662,281.4,59.1,0.44
2007-12-09,0.6168981481481479,9.8,0.31569444207222225,330.8,47.61,0.3
2007-12-10,2.03309702932099,0.4,2.2168611168055548,269.1,44.32,0.51
2007-12-11,2.2731642232510283,3.0,3.3952083305555565,121.1,32.4,0.42
2007-12-12,1.8563657407407368,0.3,3.7390138961111097,38.8,33.655,0.34
2007-12-13,1.8563657407407368,15.9,-0.578840279819445,299.1,34.91,0.27
2007-12-14,1.8563657407407368,0.3,0.7128888894652776,348.3,41.99,0.29
2007-12-15,1.8563657407407368,1.7,-2.3737013902777777,0.6,87.87,0.2
2007-12-16,1.8563657407407368,13.6,-1.093256938122222,289.2,96.68,0.38
2007-12-17,1.8563657407407368,0.3,-3.6909411970588235,343.0,82.25,0.27
2007-12-18,1.8563657407407368,0.0,-2.3429683172892792,295.1,67.82,0.31
2007-12-19,1.2447354038065856,0.2,-0.994995437519735,210.9,24.97,0.38
2007-12-20,0.5037133487654327,0.0,0.3529774422498089,298.5,0.0,0.45
2007-12-21,0.3517875514403289,0.0,1.7009503220193536,306.8,0.0,0.38
2007-12-22,0.3493754822530861,0.0,3.0489232017888974,279.9,0.0,0.36
2007-12-23,8.222128986625508,20.2,4.396896081558442,285.8,40.09,0.71
2007-12-24,11.794585905349779,0.0,0.2877426434117649,269.5,61.17,0.53
2007-12-25,3.998195569701652,0.0,0.5458194422090278,309.0,82.25,0.58
2007-12-26,2.5367316100823047,0.0,-2.1045902765972206,227.2,42.85,0.52
2007-12-27,1.8289592978395028,0.5,0.7104236047277778,316.3,14.0,0.53
2007-12-28,1.3848042052469147,8.7,3.077430564993054,236.9,40.52,0.57
2007-12-29,3.6754685892489705,2.9,3.214972212909723,342.7,43.29,0.66
2007-12-30,3.9835206082819017,4.4,-1.0557152656555555,234.8,57.72,0.63
2007-12-31,2.789641203703708,1.7,-0.6225555525069444,293.9,43.72,0.49
2008-01-01,1.8580672903806543,1.8,-0.7615208263055558,309.3,19.61,0.36
2008-01-02,1.2318713027263375,0.2,-4.804305561111111,17.6,88.91,0.19
2008-01-03,0.8138141396604955,0.0,-8.916944438194443,31.5,69.945,0.11
2008-01-04,0.716100019290124,0.0,-6.672097214583332,266.6,50.98,0.22
2008-01-05,0.7067467206790127,0.7,-1.0191736144513888,336.7,40.09,0.41
2008-01-06,0.7064814814814817,0.2,2.5053263995833333,241.5,32.75,0.57
2008-01-07,0.7064814814814817,0.6,8.776708361111115,321.5,36.03,0.76
2008-01-08,0.7126366383744855,0.0,9.252145846527776,291.7,61.69,0.81
2008-01-09,0.7234310699588489,0.6,8.259298619444449,8.9,88.56,0.51
2008-01-10,0.6751591435185179,0.5,-1.5765657778947368,214.5,78.97,0.62
2008-01-11,5.6739856610082375,23.1,-1.1735858008568705,30.4,37.41,0.53
2008-01-12,6.938650977366272,0.0,-0.7706058238190039,262.7,71.8,0.64
2008-01-13,3.6084056712963033,0.0,-0.3676258467811375,284.8,57.89,0.6
2008-01-14,2.4754372427983524,1.2,0.03535413025672906,285.1,43.2,0.5
2008-01-15,1.693957368827157,0.0,0.4383341072945954,316.5,42.04666666666667,0.37
2008-01-16,1.0648742926954742,0.0,0.8413140843324618,288.3,40.89333333333335,0.35
