DateTime,Avery_Discharge,Bradley_Discharge,Copper_Discharge,EastQuigley_Discharge,Gothic_Discharge,Marmot_Discharge,PHISCO_Discharge,Quigley_Discharge,Rock_Discharge,Rustlers_Discharge,00_Precipitation,01_Precipitation,02_Precipitation,10_Precipitation,11_Precipitation,12_Precipitation,20_Precipitation,21_Precipitation,22_Precipitation,Castnet_AirTemperature,ERCSMWS_AirTemperature,JuddFalls_AirTemperature,KettlePonds_AirTemperature,ERCSMWS_RelativeHumidity,JuddFalls_RelativeHumidity,ERCSMWS_SnowDepth,JuddFalls_SnowDepth,JuddFalls_SoilMoisture_508,JuddFalls_SoilMoisture_2540,JuddFalls_SoilMoisture_5080,KettlePonds_SoilMoisture_508,KettlePonds_SoilMoisture_2540,KettlePonds_SoilMoisture_5080,ERCSMWS_SoilTemperature_508,ERCSMWS_SoilTemperature_1016,ERCSMWS_SoilTemperature_2032,ERCSMWS_SoilTemperature_5080,ERCSMWS_SoilTemperature_10160,JuddFalls_SoilTemperature_508,JuddFalls_SoilTemperature_2540,JuddFalls_SoilTemperature_5080,KettlePonds_SoilTemperature_508,KettlePonds_SoilTemperature_2540,KettlePonds_SoilTemperature_5080
2014-05-14,,,,,,,4556.000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-15,,,,,,,4183.070183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16,,,,,,,4146.389961000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-17,,,,,,,4439.849853999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-18,,,,,,,5687.019825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-19,,,,,,,6634.630203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-20,,,,,,,7942.940234999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-21,,,,,,,9532.48024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-22,,,,,,,9226.799965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-23,,,,,,,9532.48024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-24,,,,,,,9777.020454000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-25,,,,,,,10449.50008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-26,,,,,,,8982.250214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-27,,,,,,,9654.74987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-28,,,,,,,11733.40034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-29,,,,,,,13995.400430000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30,,,,,,,15156.99959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,,,,,,,15279.29974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01,,,,,,,15829.5002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-02,,,,,,,16991.100309999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-03,,,,,,,16685.400009999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-04,,,,,,,16135.2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-05,,,,,,,16135.2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-06,,,,,,,15829.5002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-07,,,,,,,15646.100040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-08,,,,,,,15401.49975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-09,,,,,,,13078.39966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-10,,,,,,,11672.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-11,,,,,,,11488.80005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-12,,,,,,,12039.099690000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-13,,,,,,,12283.59985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-14,,,,,,,12833.80032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-15,,,,,,,11305.39989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-16,,,,,,,10449.50008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-17,,,,,,,10082.69978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-18,,,,,,,10327.19994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-19,,,,,,,9593.60981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-20,,,,,,,9532.48024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-21,,,,,,,9654.74987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-22,,,,,,,8982.250214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-23,,,,,,,8982.250214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-24,,,,,,,8615.440369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-25,,,,,,,8615.440369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-26,,,,,,,8798.839569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-27,,,,,,,8615.440369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-28,,,,,,,7881.800175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-29,,,,,,,7820.670128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,7820.670128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01,,,,,,,7576.119900000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-02,,,,,,,7050.350189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03,,,,,,,6634.630203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-04,,,,,,,6371.739863999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-05,,,,,,,6420.6500049999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-06,,,,,,,6114.970207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-07,,,,,,,5790.949821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-08,,,,,,,5515.840054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-09,,,,,,,5252.9602049999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-10,,,,,,,4922.820091000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-11,,,,,,,4922.820091000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-12,,,,,,,4806.660175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-13,,,,,,,4794.439793000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-14,,,,,,,4372.600079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-15,,,,,,,4036.3497729999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-16,,,,,,,3889.6200659999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-17,,,,,,,3895.740032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-18,,,,,,,3565.5999180000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-19,,,,,,,3302.72007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-20,,,,,,,3149.879932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-21,,,,,,,3113.189936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-22,,,,,,,2893.110037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-23,,,,,,,2789.170027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-24,,,,,,,2758.610010000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-25,,,,,,,2691.359997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-26,,,,,,,2581.310034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-27,,,,,,,2538.5200980000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-28,,,,,,,2917.5601010000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-29,,,,,,,3107.079983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-30,,,,,,,2997.040033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,2783.060074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,,,,,,,2813.6301039999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-02,,,,,,,2758.610010000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-03,,,,,,,2569.080114000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04,,,,,,,2575.200081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-05,,,,,,,2599.6499059999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06,,,,,,,2789.170027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-07,,,,,,,2575.200081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-08,,,,,,,2440.700054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-09,,,,,,,2342.880011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-10,,,,,,,2300.090075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11,,,,,,,2318.429947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-12,,,,,,,2263.400078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-13,,,,,,,2220.609903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-14,,,,,,,2165.5900480000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-15,,,,,,,2122.7900980000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-16,,,,,,,2006.6299440000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-17,,,,,,,1914.9299859999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-18,,,,,,,1859.910011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,,,,,,,1847.679973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20,,,,,,,1884.359956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-21,,,,,,,1890.4700280000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-22,,,,,,,1859.910011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-23,,,,,,,1969.949961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-24,,,,,,,2397.900105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,,,,,,,2128.910065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,,,,,,,2061.6600510000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,,,,,,,2165.5900480000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-28,,,,,,,2293.9701080000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-29,,,,,,,2324.5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-30,,,,,,,2183.92992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,2104.449987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,,,,385.4300081729889,99.28654540668829,2.475919069679962,2041.771667285714,13.857100158929825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,,,,382.7289938926697,83.12828869869311,2.7087299968115985,1920.733327625,13.036600314080715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,,,,377.77599692344666,69.37779548267524,2.688354177128834,1765.648958583333,11.556900106370447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,,,,373.7240135669708,62.0091372790436,3.4152435497768843,1728.73562575,10.370999574661257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05,,,,377.32601165771484,63.83304817912479,3.778932679172916,1970.0118799166669,11.42400037497282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-06,,,,373.2739984989166,49.82948955148458,3.849491059857732,1739.7672931666666,10.240600444376467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07,,,,370.12198567390436,49.27014598312477,4.018102093444516,1652.8045883333332,9.336279705166817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,,,,368.77098679542536,48.14983756902317,4.101260832006422,1611.3768864999995,8.953129872679709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,,,,396.6859877109528,112.33364402626951,4.602073914914702,3122.342911958333,17.373200505971912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-10,,,,487.1839880943298,108.84698573499918,4.551590837460632,4124.131898166666,50.19539967179298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,,,,430.9040009975433,90.08127730339766,4.453799760085532,2764.214168,28.915999457240105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-12,,,,409.7430109977722,72.33255651469031,4.989930021110922,2211.2435301666665,21.634500473737717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-13,,,,399.387001991272,61.03661431310078,5.085488344775513,1948.752686375,18.239300698041927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-14,,,,391.73299074172974,53.208610586201154,4.6931806427892315,1735.8714541666666,15.807300806045532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,,,,386.7810070514679,48.086387415726975,4.456254605126257,1601.3335461666666,14.270899817347527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,,,,380.92800974845886,45.861127010236174,4.596632725830811,1511.3356237916669,12.494799681007862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,,,,376.87599658966064,39.95836456306279,4.124059176926192,1381.2564587083334,11.291399598121645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,,,,374.62401390075684,36.141145741567016,3.9717429172014818,1302.0081247500002,10.632599703967573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,,,,372.3730146884918,31.539702128308512,3.7247908379261694,1210.0074961666667,9.980790317058565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-20,,,,369.6720004081726,30.272470981193084,3.768290397905124,1145.845835375,9.208260104060171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-21,,,,380.02699613571167,40.92316224705428,4.5609760127263135,1376.4645929166666,12.2255003079772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,,,,405.690997838974,52.13023722171784,4.727569399013494,1962.7047950833332,20.292099565267566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,,,,401.63901448249817,34.926797767790646,4.3977901902205,1604.363329791667,18.96739937365055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-24,,,,387.2309923171997,29.937370990713443,4.02669084238975,1301.1391759166665,14.409299939870836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-25,,,,379.12699580192566,26.21188755923261,3.5567443507413063,1133.1939572916667,11.9572002440691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,,,,374.62401390075684,23.343995989610747,3.5434295568848038,1026.1246450833337,10.632599703967573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-27,,,,371.4730143547058,20.80971670026581,3.593602479668334,978.21816425,9.722099639475346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-28,,,,371.9229996204376,24.108222840974733,3.960361665425201,990.2391905833333,9.851300157606602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-29,,,,386.3309919834137,25.08008542160193,4.831016029735717,1398.6818815,14.13269992917776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,399.387001991272,21.828706298644338,5.034923369142537,1400.1785367916666,18.239300698041927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,,,,390.5889072588512,18.550527088033657,4.844080855643067,1248.7700035833334,16.373399645090107,31.594621505410892,,5.2054,5.5608,0.8628,9.2788,6.9132,7.6684,15.5408,11.057,8.6182,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02,,,,426.71742041905713,15.700743747098992,5.262097537827988,1224.1702129166667,19.55389976501465,32.452447650333255,,1.2792,0.06839999999999999,6.4052,0.308,0.016,0.4204,0.2276,0.0048,0.2368,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-03,,,,444.54842060804367,13.232118741143491,4.994572508924951,1091.46150075,18.529899418354038,33.385554173340395,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-04,,,,430.41550181806093,11.101631234244756,4.8203141874788935,1013.4596675416667,17.805200070142746,34.337726964925736,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-05,,,,360.30256375670433,9.270139950482797,4.443740588612855,975.5067750416664,17.517000436782837,35.30923929065465,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,,,,320.0770194331805,7.702191680436955,4.142219142522663,906.9217045833333,16.943300142884258,36.30031466794511,,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.008,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,,,,297.2138753781716,5.8717272865275545,4.115819378057496,875.4698335,16.373399645090107,36.511270872627705,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,,,,264.95783341427637,5.204072755683836,3.9277364558074623,837.365724125,15.525699593126776,35.177041854088515,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,,,,270.4931873207291,7.1389471122529375,4.028882268661011,876.5115837499997,15.666399151086807,41.696498015274614,,1.9424,2.23,2.676,2.3236,2.5168,2.9432,3.0356,3.3696,3.5291999999999994,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-10,,,,291.66964814066887,7.753216874940943,4.180886472264927,982.3488556249997,18.094399943947792,43.330995831638575,,2.6104,1.9056,1.1256,2.2944,1.7796,1.0228000000000002,2.624,2.3080000000000003,1.6756000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-11,,,,301.9333748767773,8.094186021480711,4.453702887985855,955.3695221666667,19.113700836896893,43.769456446170814,,1.5864,1.4548,0.8380000000000001,1.6263999999999998,1.8724,1.1692,0.7328,0.9688,1.492,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-12,,,,326.13428868353367,8.611961442511529,4.894648542782913,951.543901125,18.82129907608032,42.5686708961924,,5.6942,7.198600000000001,8.860199999999997,7.0322000000000005,8.825999999999997,10.9684,7.802,9.3222,10.5904,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,,,,349.16525147855276,7.74126945179887,5.038710650599872,985.5260190416667,18.96739937365055,45.83018536989889,,1.676,1.7739999999999998,2.0224,1.5472,1.746,1.9064,1.4940000000000002,1.8552,1.8236,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,,,,332.67291759451234,6.4748564909677935,4.470274191893017,910.6479087916667,17.08629913628101,47.718072930971786,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,,,,318.11285329361755,5.9523615054786205,4.014447957160884,880.0126710833333,17.08629913628101,43.01579187934598,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-16,,,,305.0489400823912,5.7370217303590225,3.890729790631061,820.1938768333333,17.08629913628101,40.68433128607771,,0.0,0.0,0.0,0.0,0.0,0.0018,0.0088,0.0084,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,,,,303.6661241203546,5.490027979249136,3.8928437570575625,812.732494125,16.373399645090107,39.457993659501284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-18,,,,305.48798106610775,5.562385670297469,4.145445811445825,811.0307479583333,15.245099551975727,39.51551881618798,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-19,,,,302.6320189237594,5.5827289664496975,4.1200510507527115,790.6784390833334,14.686900191009045,39.05011860964199,,0.0,0.0,0.4304,0.0,0.0,0.3121,0.0,0.0008,0.2028,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,,,,306.05302068094414,5.4996192144850875,4.1204720716147385,785.6771685833332,14.270899817347527,37.7651770443966,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,,,,310.3724184135596,6.122433813288808,4.257575162531187,790.8259977499997,13.58260028064251,38.28921021583179,,0.12940000000000002,0.134,0.0804,0.2368,0.29100000000000004,0.2868,0.1812,0.3108,0.4704,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,,,,317.61095921198535,6.778992547576006,4.4016570900566885,910.38171075,17.08629913628101,41.30532282094161,,5.9254,6.4090000000000025,6.2262,5.9782,7.3666,7.0662,3.4606000000000003,5.3042,6.5586,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-23,,,,310.98398255805176,5.392577508852507,4.224098956910893,830.2783966250001,16.800500452518467,37.74511255323887,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-24,,,,300.32587361832464,4.609015857568012,4.007991660425129,737.746831125,14.826100319623947,33.31721019155035,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25,,,,302.6299371073644,4.641749381941434,4.158711017225869,700.6138325833333,13.44569958746433,32.31995816652974,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
